	highly_variable	chrom	manual_annotation_peaks	leiden_v1_r1
15-46391452-46391827	True	15	unassigned	5
15-46402367-46402963	True	15	tail_bud_late	1
15-46408298-46408821	True	15	unassigned	2
15-46415256-46415699	True	15	unassigned	23
15-46431619-46431990	True	15	tail_bud_late	1
15-46433939-46434456	True	15	tail_bud_late	1
15-46452843-46453198	True	15	unassigned	5
15-46461883-46462162	True	15	unassigned	4
15-46484833-46485465	True	15	unassigned	15
15-46491731-46492047	True	15	optic_cup_early	0
15-46505502-46506106	True	15	optic_cup_early	0
15-46618460-46618796	True	15	unassigned	5
15-46629901-46630200	True	15	unassigned	10
15-46630901-46631717	True	15	unassigned	30
15-46661667-46662684	True	15	tail_bud_late	1
15-46742952-46743195	True	15	unassigned	13
15-46812165-46814121	True	15	muscle	9
15-46843180-46843648	True	15	tail_bud_late	1
15-46928828-46929256	True	15	tail_bud_late	1
15-46949232-46949677	True	15	unassigned	9
15-46952507-46953352	True	15	optic_cup_early	0
15-46957505-46958273	True	15	heart_myocardium	20
15-46974494-46974722	True	15	unassigned	5
15-47015218-47016148	True	15	tail_bud_late	1
15-47065028-47065254	True	15	optic_cup_early	0
15-47108851-47109194	True	15	tail_bud_late	1
15-47110549-47110775	True	15	unassigned	15
15-47131435-47133011	True	15	optic_cup_early	0
15-47222766-47223483	True	15	optic_cup_early	0
15-47231376-47232071	True	15	optic_cup_early	0
15-47388851-47389441	True	15	lateral_plate	6
15-47394707-47395488	True	15	unassigned	16
15-47475019-47475963	True	15	optic_cup_early	0
15-47506878-47507399	True	15	tail_bud_late	1
15-47530548-47531711	True	15	hatching_gland	6
15-47672340-47672611	True	15	optic_cup_early	0
15-47679981-47680431	True	15	optic_cup_early	0
15-47696411-47696772	True	15	unassigned	2
15-47698653-47698889	True	15	tail_bud_late	11
15-47751017-47752960	True	15	hatching_gland	6
15-47832831-47833588	True	15	optic_cup_early	0
15-47875747-47876171	True	15	tail_bud_late	1
15-47891653-47892217	True	15	optic_cup_early	0
15-47907963-47908576	True	15	optic_cup_early	0
16-40234-40794	True	16	epidermis	15
16-43050-43729	True	16	unassigned	6
16-53138-54308	True	16	hatching_gland	6
16-90245-90819	True	16	unassigned	12
16-136317-136519	True	16	unassigned	4
16-146018-146629	True	16	optic_cup_early	23
16-169614-170213	True	16	unassigned	20
16-196733-197970	True	16	tail_bud_late	1
16-233144-233589	True	16	optic_cup_early	0
16-290817-291714	True	16	optic_cup_early	22
16-340674-341960	True	16	tail_bud_late	1
16-366424-367292	True	16	optic_cup_early	0
16-404740-404987	True	16	unassigned	7
16-408075-409303	True	16	optic_cup_early	0
16-412146-413056	True	16	hatching_gland	6
16-434309-435131	True	16	tail_bud_late	1
16-449732-451230	True	16	hindbrain	3
16-466226-466906	True	16	unassigned	3
16-524368-524936	True	16	unassigned	10
16-529864-530743	True	16	tail_bud_late	1
16-548898-549097	True	16	unassigned	18
16-550766-551155	True	16	unassigned	27
16-571279-572169	True	16	optic_cup_early	0
16-588294-588702	True	16	unassigned	25
16-599150-599716	True	16	unassigned	2
16-614107-615001	True	16	unassigned	0
16-697892-699109	True	16	tail_bud_late	1
16-745784-747316	True	16	hindbrain	3
16-754987-755418	True	16	unassigned	7
16-802887-803712	True	16	optic_cup_early	0
16-845062-845814	True	16	floor_plate	3
16-856778-857268	True	16	unassigned	7
16-961104-961405	True	16	optic_cup_early	0
16-961416-961615	True	16	optic_cup_early	0
16-967818-968044	True	16	unassigned	24
16-1035203-1037340	True	16	hindbrain	3
16-1059745-1060647	True	16	unassigned	5
16-1083620-1084370	True	16	unassigned	10
16-1097962-1098450	True	16	optic_cup_early	0
16-1107041-1108244	True	16	tail_bud_late	1
16-1135479-1135704	True	16	tail_bud_late	11
16-1165361-1166141	True	16	optic_cup_early	0
16-1170236-1170825	True	16	notochord	12
16-1188920-1189793	True	16	tail_bud_late	1
16-1204475-1205106	True	16	optic_cup_early	0
16-1225454-1226314	True	16	unassigned	8
16-1346530-1347121	True	16	unassigned	19
16-1351366-1352163	True	16	tail_bud_late	11
16-1352399-1353212	True	16	tail_bud_late	1
16-1373162-1373793	True	16	lateral_plate	6
16-1433090-1434001	True	16	muscle	9
16-1480983-1481774	True	16	optic_cup_early	8
16-1506697-1507121	True	16	optic_cup_early	23
16-1594977-1595824	True	16	optic_cup_early	0
16-1660952-1661818	True	16	optic_cup_early	0
16-1677905-1678104	True	16	unassigned	24
16-1695139-1695718	True	16	unassigned	2
16-1717489-1717923	True	16	hatching_gland	6
16-1734602-1735369	True	16	tail_bud_late	1
16-1747246-1747855	True	16	unassigned	7
16-1749819-1750018	True	16	optic_cup_early	0
16-1779967-1780773	True	16	optic_cup_early	23
16-1785806-1786028	True	16	unassigned	14
16-1821093-1821299	True	16	unassigned	26
16-1824476-1824742	True	16	unassigned	16
16-1840281-1840770	True	16	unassigned	16
16-1859703-1860699	True	16	tail_bud_late	1
16-1869981-1870180	True	16	unassigned	5
16-1878439-1878643	True	16	optic_cup_early	0
16-1933700-1933899	True	16	unassigned	29
16-1958354-1958939	True	16	unassigned	13
16-1963707-1964050	True	16	unassigned	19
16-1991439-1991837	True	16	tail_bud_late	1
16-2014505-2015273	True	16	optic_cup_early	0
16-2020161-2020459	True	16	unassigned	2
16-2020622-2021063	True	16	unassigned	5
16-2026951-2027488	True	16	unassigned	28
16-2077055-2077305	True	16	unassigned	29
16-2079546-2079745	True	16	unassigned	19
16-2080939-2081807	True	16	optic_cup_early	0
16-2128096-2128593	True	16	unassigned	5
16-2133009-2133294	True	16	unassigned	24
16-2203078-2203277	True	16	unassigned	17
16-2215315-2215778	True	16	unassigned	21
16-2216051-2217242	True	16	unassigned	23
16-2218667-2218955	True	16	tail_bud_late	1
16-2233912-2234111	True	16	unassigned	13
16-2236338-2236604	True	16	unassigned	14
16-2236846-2237071	True	16	optic_cup_early	0
16-2275616-2276820	True	16	tail_bud_late	1
16-2305572-2306150	True	16	unassigned	13
16-2312151-2312795	True	16	unassigned	7
16-2314023-2314313	True	16	unassigned	2
16-2338635-2339307	True	16	unassigned	16
16-2470685-2470886	True	16	unassigned	10
16-2534535-2534936	True	16	unassigned	15
16-2607469-2607869	True	16	optic_cup_early	0
16-2643836-2644164	True	16	unassigned	16
16-2674380-2674806	True	16	unassigned	7
16-2697171-2697833	True	16	unassigned	16
16-2711617-2712778	True	16	heart_myocardium	20
16-2720717-2721847	True	16	optic_cup_early	20
16-2734899-2735746	True	16	unassigned	20
16-2741852-2742084	True	16	unassigned	24
16-2775897-2776449	True	16	unassigned	9
16-2780532-2781303	True	16	hatching_gland	6
16-2784736-2785238	True	16	unassigned	4
16-2792255-2792475	True	16	unassigned	18
16-2807104-2808299	True	16	lateral_plate	6
16-2817061-2817447	True	16	optic_cup_early	15
16-2936149-2936534	True	16	optic_cup_early	0
16-2939134-2939743	True	16	tail_bud_late	1
16-2939909-2940482	True	16	optic_cup_early	0
16-2942501-2942944	True	16	optic_cup_early	0
16-2955122-2955898	True	16	optic_cup_early	0
16-2971299-2971965	True	16	tail_bud_late	1
16-2994429-2994840	True	16	hatching_gland	6
16-3116474-3116733	True	16	unassigned	30
16-3122920-3123866	True	16	tail_bud_late	1
16-3131830-3132037	True	16	unassigned	8
16-3190275-3190618	True	16	unassigned	21
16-3191735-3192326	True	16	unassigned	13
16-3221303-3221502	True	16	tail_bud_late	11
16-3265214-3266992	True	16	tail_bud_late	1
16-3284804-3285003	True	16	unassigned	4
16-3286718-3286949	True	16	unassigned	19
16-3303962-3304196	True	16	unassigned	29
16-3304880-3305099	True	16	unassigned	29
16-3308083-3308604	True	16	unassigned	29
16-3315691-3316279	True	16	unassigned	4
16-3326601-3326950	True	16	unassigned	5
16-3349935-3350925	True	16	tail_bud_late	1
16-3366900-3367138	True	16	unassigned	14
16-3385524-3386602	True	16	tail_bud_late	11
16-3397686-3398511	True	16	optic_cup_early	22
16-3415649-3415966	True	16	unassigned	2
16-3438302-3438767	True	16	unassigned	21
16-3480635-3481280	True	16	unassigned	4
16-3492410-3492983	True	16	unassigned	2
16-3519185-3519862	True	16	unassigned	6
16-3533557-3534011	True	16	tail_bud_late	1
16-3542008-3542388	True	16	unassigned	17
16-3542913-3543403	True	16	unassigned	2
16-3561891-3562095	True	16	unassigned	13
16-3567028-3567658	True	16	unassigned	10
16-3584848-3585239	True	16	unassigned	5
16-3596872-3597959	True	16	hatching_gland	22
16-3606868-3607148	True	16	unassigned	5
16-3608557-3608909	True	16	tail_bud_late	1
16-3621053-3621252	True	16	unassigned	25
16-3660874-3661457	True	16	unassigned	22
16-3663061-3663702	True	16	unassigned	22
16-3664167-3665447	True	16	unassigned	3
16-3739854-3740424	True	16	unassigned	4
16-3749108-3749437	True	16	unassigned	21
16-3751037-3751519	True	16	optic_cup_early	0
16-3756781-3757321	True	16	unassigned	2
16-3772839-3773415	True	16	unassigned	4
16-3776321-3776978	True	16	unassigned	10
16-3803673-3804180	True	16	optic_cup_early	0
16-3821980-3822242	True	16	unassigned	4
16-3878085-3879140	True	16	tail_bud_late	1
16-3883725-3884882	True	16	unassigned	13
16-3908273-3908624	True	16	unassigned	2
16-3937036-3937702	True	16	optic_cup_early	0
16-3942236-3943117	True	16	unassigned	17
16-3947356-3948367	True	16	optic_cup_early	0
16-3961204-3961724	True	16	tail_bud_late	1
16-3962777-3963836	True	16	optic_cup_early	0
16-3972249-3972465	True	16	unassigned	6
16-4029339-4029584	True	16	unassigned	13
16-4035483-4036231	True	16	optic_cup_early	0
16-4039858-4040103	True	16	unassigned	30
16-4043360-4043685	True	16	unassigned	18
16-4087335-4088134	True	16	notochord	12
16-4100358-4100730	True	16	optic_cup_early	0
16-4102250-4102601	True	16	tail_bud_late	1
16-4110384-4110793	True	16	unassigned	28
16-4142779-4143100	True	16	unassigned	16
16-4218912-4219222	True	16	unassigned	5
16-4224133-4224608	True	16	muscle	9
16-4232936-4233401	True	16	hatching_gland	6
16-4246960-4247501	True	16	unassigned	17
16-4248174-4248458	True	16	unassigned	4
16-4265372-4265696	True	16	unassigned	7
16-4289019-4289432	True	16	unassigned	13
16-4344412-4345880	True	16	hatching_gland	6
16-4383075-4384230	True	16	tail_bud_late	1
16-4395971-4396847	True	16	optic_cup_early	0
16-4437062-4437358	True	16	unassigned	4
16-4492543-4493092	True	16	unassigned	8
16-4502081-4502848	True	16	unassigned	10
16-4536611-4537587	True	16	tail_bud_late	1
16-4570394-4571028	True	16	optic_cup_early	0
16-4575282-4576110	True	16	unassigned	7
16-4582236-4582474	True	16	unassigned	5
16-4582798-4583236	True	16	tail_bud_late	1
16-4623867-4624216	True	16	unassigned	6
16-4660281-4661024	True	16	PSM	12
16-4680881-4681810	True	16	hindbrain	3
16-4755192-4755922	True	16	optic_cup_early	0
16-4760554-4762032	True	16	optic_cup_early	0
16-4791307-4791591	True	16	tail_bud_late	11
16-4879685-4880005	True	16	unassigned	15
16-4929113-4929652	True	16	unassigned	2
16-4948067-4948530	True	16	unassigned	18
16-4959281-4959959	True	16	unassigned	7
16-4990096-4990380	True	16	unassigned	23
16-5011506-5012374	True	16	unassigned	7
16-5017043-5017286	True	16	optic_cup_early	0
16-5019242-5019915	True	16	optic_cup_early	0
16-5034022-5035564	True	16	tail_bud_late	1
16-5067797-5068880	True	16	tail_bud_late	1
16-5125920-5126589	True	16	unassigned	31
16-5160960-5161740	True	16	lateral_plate	6
16-5182017-5182789	True	16	diff_neurons	23
16-5211031-5211712	True	16	neural	27
16-5227254-5227471	True	16	unassigned	28
16-5232307-5233010	True	16	tail_bud_late	1
16-5268602-5269825	True	16	muscle	9
16-5296846-5297755	True	16	muscle	9
16-5304303-5304895	True	16	unassigned	6
16-5313753-5314081	True	16	unassigned	16
16-5326088-5326963	True	16	optic_cup_early	0
16-5358202-5358769	True	16	muscle	9
16-5383406-5383805	True	16	muscle	9
16-5414322-5414679	True	16	unassigned	7
16-5427972-5428517	True	16	tail_bud_late	1
16-5446494-5446693	True	16	unassigned	21
16-5454697-5455413	True	16	tail_bud_late	11
16-5473295-5473494	True	16	unassigned	30
16-5494937-5495269	True	16	unassigned	28
16-5518990-5519774	True	16	diff_neurons	3
16-5524185-5525573	True	16	floor_plate	3
16-5545252-5545451	True	16	unassigned	6
16-5625240-5626076	True	16	tail_bud_late	1
16-5668181-5669758	True	16	NMPs	12
16-5709973-5710638	True	16	optic_cup_early	0
16-5831275-5831685	True	16	unassigned	2
16-5838516-5839669	True	16	hindbrain	3
16-5855138-5855339	True	16	unassigned	4
16-5942146-5942965	True	16	NMPs	12
16-6043705-6044514	True	16	NMPs	12
16-6088761-6089136	True	16	unassigned	12
16-6099406-6099951	True	16	optic_cup_early	0
16-6120890-6122330	True	16	floor_plate	3
16-6141278-6141794	True	16	tail_bud_late	1
16-6163469-6163799	True	16	unassigned	14
16-6199127-6199841	True	16	unassigned	3
16-6325519-6326824	True	16	floor_plate	3
16-6395179-6396128	True	16	hindbrain	3
16-6401392-6402320	True	16	tail_bud_late	1
16-6408666-6409339	True	16	optic_cup_early	22
16-6415783-6416337	True	16	endo_pancreas	6
16-6491315-6491520	True	16	unassigned	4
16-6504153-6505097	True	16	optic_cup_early	0
16-6512533-6512754	True	16	tail_bud_late	11
16-6548397-6550101	True	16	optic_cup_early	0
16-6561906-6562435	True	16	enteric_neurons	23
16-6665466-6665808	True	16	unassigned	4
16-6676869-6677676	True	16	unassigned	28
16-6697567-6697766	True	16	tail_bud_late	11
16-6700681-6701279	True	16	tail_bud_late	11
16-6770185-6770629	True	16	fast_muscle	9
16-6797121-6797320	True	16	unassigned	14
16-6800732-6801038	True	16	unassigned	13
16-6810719-6811189	True	16	tail_bud_late	1
16-6823305-6823506	True	16	unassigned	15
16-6917057-6917397	True	16	tail_bud_late	1
16-6999740-7000999	True	16	endo_pancreas	3
16-7017531-7018310	True	16	hematopoietic_vasculature	8
16-7034826-7035480	True	16	optic_cup_early	0
16-7186317-7186856	True	16	unassigned	10
16-7249520-7249865	True	16	unassigned	5
16-7259954-7260520	True	16	hatching_gland	6
16-7275563-7276663	True	16	unassigned	7
16-7290563-7290947	True	16	unassigned	5
16-7346737-7347825	True	16	unassigned	16
16-7372367-7373019	True	16	unassigned	15
16-7487424-7488391	True	16	endo_pancreas	12
16-7577517-7578023	True	16	hatching_gland	6
16-7600557-7600842	True	16	unassigned	8
16-7637497-7637696	True	16	unassigned	13
16-7755739-7756400	True	16	unassigned	3
16-7779515-7780565	True	16	hindbrain	3
16-7795601-7796463	True	16	floor_plate	3
16-7799211-7799628	True	16	optic_cup_early	0
16-7822847-7823142	True	16	unassigned	24
16-7836011-7837277	True	16	fast_muscle	9
16-7840086-7840355	True	16	unassigned	7
16-7841998-7842278	True	16	unassigned	8
16-7855925-7856189	True	16	optic_cup_early	0
16-7871732-7872370	True	16	unassigned	7
16-7872597-7873370	True	16	optic_cup_early	0
16-7912923-7913313	True	16	unassigned	9
16-7938758-7940258	True	16	tail_bud_late	1
16-7946819-7947416	True	16	unassigned	5
16-7952857-7953142	True	16	unassigned	18
16-7973384-7974380	True	16	optic_cup_early	0
16-8000684-8000917	True	16	unassigned	2
16-8068239-8069439	True	16	optic_cup_early	0
16-8141936-8142183	True	16	unassigned	16
16-8168231-8168653	True	16	tail_bud_late	11
16-8190632-8191165	True	16	unassigned	18
16-8222998-8223376	True	16	unassigned	9
16-8223581-8224467	True	16	muscle	9
16-8232194-8233197	True	16	PSM	9
16-8251375-8252270	True	16	unassigned	20
16-8266604-8267041	True	16	unassigned	5
16-8283181-8283395	True	16	unassigned	29
16-8289725-8290040	True	16	unassigned	4
16-8334905-8335721	True	16	unassigned	16
16-8409763-8409974	True	16	unassigned	17
16-8459075-8459555	True	16	unassigned	16
16-8464710-8465224	True	16	unassigned	5
16-8472282-8472632	True	16	tail_bud_late	13
16-8472646-8472845	True	16	tail_bud_late	1
16-8473138-8473740	True	16	unassigned	16
16-8473994-8474574	True	16	tail_bud_late	1
16-8479688-8481521	True	16	hindbrain	3
16-8557055-8557362	True	16	unassigned	4
16-8591702-8592440	True	16	tail_bud_late	1
16-8602561-8602988	True	16	unassigned	4
16-8624547-8625438	True	16	endo_pancreas	6
16-8656620-8656914	True	16	unassigned	6
16-8669568-8669994	True	16	tail_bud_late	1
16-8704571-8705789	True	16	optic_cup_early	22
16-8772867-8773502	True	16	tail_bud_late	1
16-8784878-8785137	True	16	unassigned	4
16-8850528-8850949	True	16	unassigned	16
16-8862121-8862691	True	16	unassigned	6
16-8894506-8895179	True	16	tail_bud_late	1
16-8896126-8896541	True	16	hemangioblasts	8
16-8896908-8897828	True	16	optic_cup_early	6
16-8910979-8911612	True	16	optic_cup_early	0
16-8973408-8973991	True	16	optic_cup_early	22
16-9023065-9023547	True	16	unassigned	2
16-9049712-9050296	True	16	unassigned	3
16-9058374-9058766	True	16	unassigned	4
16-9083369-9083785	True	16	unassigned	10
16-9087264-9087505	True	16	unassigned	18
16-9109014-9109545	True	16	unassigned	7
16-9116495-9116861	True	16	unassigned	5
16-9163407-9163824	True	16	unassigned	14
16-9172664-9173132	True	16	unassigned	5
16-9182005-9182550	True	16	unassigned	13
16-9204197-9205791	True	16	optic_cup_early	0
16-9214378-9214677	True	16	unassigned	16
16-9245423-9246177	True	16	unassigned	7
16-9265113-9265401	True	16	unassigned	5
16-9274466-9274665	True	16	unassigned	4
16-9287771-9288070	True	16	unassigned	14
16-9295298-9295541	True	16	unassigned	18
16-9330278-9330868	True	16	optic_cup_early	0
16-9340416-9340763	True	16	unassigned	26
16-9349694-9349973	True	16	unassigned	4
16-9355952-9356490	True	16	optic_cup_early	0
16-9359025-9359561	True	16	tail_bud_late	1
16-9373582-9374304	True	16	optic_cup_early	0
16-9391285-9391739	True	16	unassigned	28
16-9537758-9538239	True	16	unassigned	15
16-9549751-9550055	True	16	unassigned	2
16-9602410-9602614	True	16	tail_bud_late	11
16-9651937-9652174	True	16	unassigned	2
16-9721782-9722705	True	16	optic_cup_early	0
16-9817829-9818765	True	16	hatching_gland	6
16-9867562-9869544	True	16	floor_plate	3
16-9873868-9874793	True	16	hindbrain	3
16-9911880-9912668	True	16	hindbrain	3
16-9923573-9923972	True	16	unassigned	8
16-10011600-10011799	True	16	unassigned	23
16-10022533-10023154	True	16	tail_bud_late	1
16-10081621-10082091	True	16	tail_bud_late	1
16-10090351-10090802	True	16	optic_cup_early	0
16-10096173-10096834	True	16	tail_bud_late	1
16-10100537-10101776	True	16	tail_bud_late	1
16-10206411-10206862	True	16	unassigned	17
16-10300425-10300749	True	16	unassigned	2
16-10337371-10338057	True	16	tail_bud_late	1
16-10369600-10369799	True	16	unassigned	4
16-10525847-10526428	True	16	hatching_gland	6
16-10561049-10562647	True	16	floor_plate	3
16-10583286-10585053	True	16	unassigned	3
16-10676940-10677504	True	16	heart_myocardium	20
16-10698297-10698989	True	16	optic_cup_early	20
16-10701522-10701869	True	16	optic_cup_early	0
16-10718135-10718997	True	16	unassigned	8
16-10719808-10720335	True	16	unassigned	8
16-10739257-10739474	True	16	unassigned	4
16-10760009-10760462	True	16	unassigned	5
16-10807103-10807566	True	16	unassigned	4
16-10810215-10810691	True	16	unassigned	29
16-10880282-10881394	True	16	lateral_plate	20
16-10889029-10889416	True	16	unassigned	26
16-10929941-10930714	True	16	unassigned	22
16-10942236-10942842	True	16	midbrain_hindbrain_boundary	3
16-11021949-11022946	True	16	hematopoietic_vasculature	8
16-11038667-11040095	True	16	hindbrain	20
16-11088880-11090245	True	16	floor_plate	3
16-11104986-11105781	True	16	tail_bud_late	1
16-11123985-11124681	True	16	unassigned	15
16-11157607-11157892	True	16	unassigned	4
16-11220944-11221817	True	16	tail_bud_late	1
16-11251599-11252427	True	16	tail_bud_late	1
16-11256554-11257288	True	16	tail_bud_late	1
16-11269853-11270705	True	16	optic_cup_early	0
16-11282693-11283628	True	16	tail_bud_late	1
16-11326796-11327199	True	16	unassigned	2
16-11382927-11383426	True	16	unassigned	12
16-11417348-11418028	True	16	tail_bud_late	1
16-11503352-11503735	True	16	unassigned	2
16-11509024-11509801	True	16	unassigned	5
16-11544272-11544747	True	16	unassigned	17
16-11546387-11546613	True	16	unassigned	24
16-11547923-11548258	True	16	optic_cup_early	0
16-11596298-11596608	True	16	unassigned	25
16-11616229-11616743	True	16	unassigned	14
16-11641044-11641770	True	16	unassigned	2
16-11647231-11648250	True	16	optic_cup_early	0
16-11765172-11765505	True	16	unassigned	10
16-11792646-11792852	True	16	tail_bud_late	11
16-11800651-11802092	True	16	hatching_gland	6
16-11838194-11838393	True	16	unassigned	4
16-11869368-11869648	True	16	unassigned	21
16-11871701-11872634	True	16	optic_cup_early	15
16-11899747-11900023	True	16	unassigned	5
16-11903436-11904487	True	16	optic_cup_early	23
16-12032334-12032533	True	16	unassigned	24
16-12085206-12085616	True	16	unassigned	4
16-12107926-12108267	True	16	unassigned	24
16-12131802-12132414	True	16	enteric_neurons	23
16-12158029-12158925	True	16	unassigned	15
16-12202062-12202373	True	16	unassigned	10
16-12224547-12224746	True	16	optic_cup_early	0
16-12225018-12225371	True	16	unassigned	2
16-12248614-12248944	True	16	hatching_gland	6
16-12296379-12296657	True	16	unassigned	13
16-12368476-12368881	True	16	unassigned	2
16-12397060-12397817	True	16	tail_bud_late	1
16-12408188-12409550	True	16	tail_bud_late	1
16-12516768-12517546	True	16	hematopoietic_vasculature	8
16-12526983-12527688	True	16	optic_cup_early	22
16-12545515-12546309	True	16	tail_bud_late	1
16-12655408-12655975	True	16	unassigned	20
16-12671096-12671384	True	16	hatching_gland	6
16-12677645-12678379	True	16	tail_bud_late	1
16-12726562-12727105	True	16	muscle	9
16-12742001-12742855	True	16	unassigned	0
16-12795303-12795692	True	16	unassigned	13
16-12828074-12829068	True	16	muscle	9
16-12898360-12898788	True	16	tail_bud_late	1
16-12909002-12910226	True	16	unassigned	22
16-12918944-12919590	True	16	tail_bud_late	1
16-12928332-12929003	True	16	optic_cup_early	0
16-12932083-12932425	True	16	unassigned	19
16-12936237-12936738	True	16	unassigned	18
16-12946776-12946989	True	16	unassigned	10
16-12991629-12992449	True	16	optic_cup_early	0
16-12993075-12993558	True	16	optic_cup_early	0
16-13005859-13006636	True	16	optic_cup_early	0
16-13014191-13014464	True	16	unassigned	6
16-13020393-13020592	True	16	unassigned	14
16-13029624-13030099	True	16	hatching_gland	6
16-13048959-13049688	True	16	tail_bud_late	1
16-13200985-13201890	True	16	unassigned	2
16-13203237-13203571	True	16	optic_cup_early	0
16-13219402-13219982	True	16	optic_cup_early	0
16-13253888-13254122	True	16	unassigned	32
16-13269050-13269391	True	16	unassigned	5
16-13287835-13288222	True	16	unassigned	5
16-13331314-13332301	True	16	tail_bud_late	1
16-13349460-13349924	True	16	unassigned	10
16-13414008-13414839	True	16	optic_cup_early	0
16-13513166-13513443	True	16	tail_bud_late	11
16-13547567-13548423	True	16	muscle	9
16-13553122-13554370	True	16	muscle	9
16-13570979-13572017	True	16	tail_bud_late	1
16-13592249-13592539	True	16	PSM	12
16-13659103-13659986	True	16	hindbrain	3
16-13718628-13719631	True	16	tail_bud_late	1
16-13729411-13730255	True	16	fast_muscle	9
16-13734176-13734415	True	16	unassigned	7
16-13763680-13763915	True	16	unassigned	24
16-13789509-13789905	True	16	unassigned	7
16-13911378-13911885	True	16	unassigned	6
16-13912159-13913332	True	16	tail_bud_late	1
16-13918081-13918931	True	16	unassigned	6
16-13920804-13921838	True	16	hatching_gland	6
16-13928957-13929161	True	16	unassigned	21
16-13938869-13939384	True	16	hatching_gland	6
16-13941541-13942124	True	16	unassigned	20
16-13953574-13953781	True	16	unassigned	13
16-13975013-13975212	True	16	unassigned	5
16-13979492-13979869	True	16	unassigned	32
16-13980054-13980365	True	16	unassigned	30
16-14004722-14005443	True	16	tail_bud_late	1
16-14005566-14006170	True	16	tail_bud_late	11
16-14016117-14016972	True	16	unassigned	11
16-14073436-14074973	True	16	muscle	9
16-14101514-14101979	True	16	fast_muscle	9
16-14103704-14103946	True	16	unassigned	19
16-14136410-14136919	True	16	unassigned	13
16-14204454-14204847	True	16	unassigned	2
16-14207590-14207789	True	16	unassigned	4
16-14255596-14255997	True	16	unassigned	10
16-14277258-14277496	True	16	unassigned	26
16-14301981-14302509	True	16	optic_cup_early	0
16-14338670-14339073	True	16	unassigned	16
16-14351562-14352149	True	16	unassigned	9
16-14378657-14379401	True	16	NMPs	12
16-14395170-14395933	True	16	hindbrain	3
16-14397635-14398204	True	16	PSM	3
16-14484338-14484567	True	16	optic_cup_early	0
16-14521439-14522302	True	16	PSM	12
16-14566696-14567062	True	16	optic_cup_early	0
16-14594751-14595136	True	16	hemangioblasts	8
16-14637742-14639450	True	16	hematopoietic_vasculature	8
16-14651468-14651667	True	16	unassigned	5
16-14651757-14652153	True	16	unassigned	5
16-14676354-14677370	True	16	tail_bud_late	1
16-14764229-14764894	True	16	optic_cup_early	0
16-14803523-14803773	True	16	unassigned	17
16-14844110-14844386	True	16	unassigned	4
16-14844631-14845064	True	16	unassigned	4
16-14877490-14878177	True	16	enteric_neurons	23
16-14919177-14919456	True	16	unassigned	26
16-14919806-14920005	True	16	unassigned	15
16-14975086-14977513	True	16	unassigned	3
16-14996676-14997681	True	16	unassigned	7
16-15009530-15010079	True	16	unassigned	2
16-15023225-15024051	True	16	unassigned	28
16-15028091-15028642	True	16	unassigned	15
16-15034147-15034940	True	16	optic_cup_early	0
16-15044448-15045516	True	16	unassigned	12
16-15052992-15053224	True	16	unassigned	4
16-15066343-15066542	True	16	tail_bud_late	1
16-15068298-15069108	True	16	optic_cup_early	0
16-15070932-15071674	True	16	optic_cup_early	22
16-15119692-15119981	True	16	tail_bud_late	11
16-15126117-15126576	True	16	neural	27
16-15152730-15153109	True	16	tail_bud_late	1
16-15221911-15222891	True	16	unassigned	10
16-15252093-15252292	True	16	unassigned	10
16-15279133-15279928	True	16	tail_bud_late	1
16-15342155-15342570	True	16	unassigned	4
16-15366900-15367209	True	16	unassigned	19
16-15368702-15369720	True	16	muscle	12
16-15398793-15399383	True	16	tail_bud_late	1
16-15401656-15402458	True	16	PSM	12
16-15431118-15431930	True	16	PSM	12
16-15434300-15435690	True	16	muscle	12
16-15482891-15483482	True	16	muscle	9
16-15537878-15538077	True	16	unassigned	2
16-15548473-15549519	True	16	muscle	9
16-15573791-15574064	True	16	unassigned	10
16-15596223-15597050	True	16	optic_cup_early	0
16-15609594-15609958	True	16	unassigned	0
16-15632857-15633256	True	16	unassigned	2
16-15651467-15651739	True	16	unassigned	17
16-15659208-15660052	True	16	unassigned	14
16-15697670-15698096	True	16	unassigned	29
16-15703907-15705437	True	16	tail_bud_late	1
16-15730368-15730657	True	16	unassigned	24
16-15768605-15768922	True	16	tail_bud_late	11
16-15805103-15805462	True	16	unassigned	16
16-15814114-15814457	True	16	unassigned	19
16-15814502-15815397	True	16	unassigned	17
16-15821133-15821663	True	16	unassigned	5
16-15851484-15852271	True	16	unassigned	13
16-15861097-15861521	True	16	unassigned	14
16-15899113-15899312	True	16	unassigned	25
16-16000506-16000705	True	16	unassigned	19
16-16038690-16040238	True	16	tail_bud_late	1
16-16052482-16052964	True	16	enteric_neurons	23
16-16078525-16078819	True	16	unassigned	18
16-16099874-16100270	True	16	unassigned	5
16-16103416-16104134	True	16	optic_cup_early	0
16-16163510-16163717	True	16	unassigned	10
16-16173937-16174249	True	16	unassigned	17
16-16204133-16204498	True	16	unassigned	15
16-16206052-16206493	True	16	unassigned	10
16-16221222-16221850	True	16	optic_cup_early	0
16-16266634-16266943	True	16	unassigned	4
16-16359838-16360046	True	16	unassigned	4
16-16397663-16398164	True	16	tail_bud_late	1
16-16449554-16449865	True	16	notochord	12
16-16454708-16454975	True	16	unassigned	6
16-16528035-16528268	True	16	unassigned	13
