loc	cluster
chr12:19680866-19681630	4
chr12:19699712-19700871	8
chr12:19707284-19707801	0
chr12:19757750-19757995	19
chr12:19773131-19774590	3
chr12:19788885-19789282	5
chr12:19818997-19819403	2
chr12:19822089-19822437	15
chr12:19836230-19836661	15
chr12:19952323-19952699	0
chr12:20041696-20042093	19
chr12:20046913-20047476	1
chr12:20054735-20054934	26
chr12:20057369-20057634	5
chr12:20076929-20077154	13
chr12:20091015-20091965	1
chr12:20134308-20134976	4
chr12:20140715-20140976	0
chr12:20168541-20169787	1
chr12:20171633-20172278	9
chr12:20188921-20189685	1
chr12:20236979-20237560	19
chr12:20237944-20238802	0
chr12:20290888-20291600	9
chr12:20334363-20334700	9
chr12:20336504-20337445	9
chr12:20339417-20340051	9
chr12:20340228-20341000	9
chr12:20342071-20342959	9
chr12:20357056-20357362	26
chr12:20361733-20362048	0
chr12:20367404-20367826	0
chr12:20379404-20380056	9
chr12:20396956-20397555	9
chr12:20403353-20403563	15
chr12:20439066-20439821	11
chr12:20499498-20499917	1
chr12:20664893-20665177	34
chr12:20674675-20675230	7
chr12:20703876-20704368	10
chr12:20857131-20857854	13
chr12:20860353-20860554	13
chr12:20880219-20880418	30
chr12:20899619-20899935	13
chr12:20907348-20907935	21
chr12:20913992-20914254	2
chr12:20916572-20917088	4
chr12:20924088-20924385	5
chr12:20933312-20933511	18
chr12:20934788-20935164	4
chr12:20938718-20939095	30
chr12:20952527-20952865	13
chr12:20982734-20983087	16
chr12:20984091-20984329	15
chr12:21033212-21033919	19
chr12:21037079-21037326	16
chr12:21046645-21046882	24
chr12:21052611-21052837	26
chr12:21060983-21061791	32
chr12:21105807-21106006	13
chr12:21123426-21123902	5
chr12:21126583-21127012	5
chr12:21128181-21128617	16
chr12:21153132-21153749	8
chr12:21175501-21176010	26
chr12:21206631-21207585	9
chr12:21211233-21211528	10
chr12:21217971-21219392	1
chr12:21227407-21227818	2
chr12:21233987-21235112	9
chr12:21242637-21242898	21
chr12:21246942-21247498	19
chr12:21314335-21314788	2
chr12:21333689-21333895	24
chr12:21343062-21343430	10
chr12:21344600-21345297	1
chr12:21356197-21356894	0
chr12:21360257-21360499	24
chr12:21418701-21419138	0
chr12:21426375-21427077	5
chr12:21443907-21444592	0
chr12:21449233-21449640	1
chr12:21450075-21450678	27
chr12:21464501-21465245	22
chr12:21486780-21487221	22
chr12:21507205-21507721	14
chr12:21551914-21552527	2
chr12:21567605-21568304	4
chr12:21569287-21570110	27
chr12:21611481-21612024	25
chr12:21705370-21705740	5
chr12:21725251-21726137	11
chr12:21793954-21794261	1
chr12:21806673-21806872	1
chr12:21810917-21811707	8
chr12:21818306-21818605	13
chr12:21866350-21866796	8
chr12:21883614-21884840	1
chr12:21892515-21893823	14
chr12:21914564-21915115	9
chr12:21991970-21992434	0
chr12:22017087-22017351	23
chr12:22032970-22033404	19
chr12:22033759-22034524	9
chr12:22041409-22042427	1
chr12:22065693-22066052	9
chr12:22072530-22073238	9
chr12:22081649-22081873	5
chr12:22143086-22143783	0
chr12:22154141-22154353	13
chr12:22164369-22164613	18
chr12:22177736-22178040	18
chr12:22184746-22185051	12
chr12:22189662-22189920	5
chr12:22190889-22191649	2
chr12:22238927-22239277	1
chr12:22254955-22257270	3
chr12:22291865-22293150	3
chr12:22318116-22318902	8
chr12:22433035-22433485	10
chr12:22434771-22435228	5
chr12:22437431-22437760	2
chr12:22444242-22444704	1
chr12:22466336-22466564	26
chr12:22481664-22481872	10
chr12:22537461-22537884	10
chr12:22598949-22599454	0
chr12:22607420-22607769	1
chr12:22649100-22649436	34
chr12:22667875-22668234	1
chr12:22685440-22685989	8
chr12:22688427-22688626	8
chr12:22737166-22737412	18
chr12:22787545-22787960	5
chr12:22838672-22839196	4
chr12:22868725-22868945	0
chr12:22887208-22887856	8
chr12:22961262-22961475	7
chr12:22963475-22964463	7
chr12:22969157-22969356	29
chr12:22995318-22995577	8
chr12:22997325-22998680	8
chr12:23051473-23051810	0
chr12:23057690-23057995	10
chr12:23073604-23073803	29
chr12:23079606-23080700	1
chr12:23089547-23089746	23
chr12:23134942-23135228	1
chr12:23196590-23197373	8
chr12:23216121-23216417	4
chr12:23219952-23220350	5
chr12:23257738-23258441	2
chr12:23283471-23283672	2
chr12:23352544-23353428	20
chr12:23468689-23469383	7
chr12:23473532-23474284	9
chr12:23496147-23496740	8
chr12:23503483-23504307	0
chr12:23550677-23551222	17
chr12:23566499-23567545	9
chr12:23573324-23573696	0
chr12:23657551-23658048	1
chr12:23673721-23674068	0
chr12:23699630-23700594	17
chr12:23714655-23715420	17
chr12:23717456-23718787	1
chr12:23741613-23742533	8
chr12:23746975-23747174	13
chr12:23764943-23765775	8
chr12:23817832-23818506	1
chr12:23832617-23833219	17
chr12:23855596-23857608	17
chr12:23892433-23893131	9
chr12:23897054-23897606	9
chr12:23981118-23981888	0
chr12:24023364-24023990	22
chr12:24063204-24064153	1
chr12:24098451-24099277	1
chr12:24140130-24140329	23
chr12:24155088-24155365	13
chr12:24192236-24192717	2
chr12:24211828-24212419	2
chr12:24226252-24227420	3
chr12:24228347-24230393	3
chr12:24258714-24259325	37
chr12:24285525-24286101	1
chr12:24292789-24293076	2
chr12:24307369-24307745	1
chr12:24326391-24326590	17
chr12:24355967-24356625	3
chr12:24360410-24360800	31
chr12:24369376-24369732	1
chr12:24372888-24373519	1
chr12:24380429-24381092	3
chr12:24399130-24400164	21
chr12:24424889-24425911	1
chr12:24457793-24458770	1
chr12:24463754-24463992	21
chr12:24483901-24484437	0
chr12:24507406-24507605	13
chr12:24542478-24543125	8
chr12:24545592-24546382	8
chr12:24574182-24574813	20
chr12:24597706-24598552	0
chr12:24606730-24607285	1
chr12:24616612-24616873	4
chr12:24665252-24665987	1
chr12:24704879-24706034	7
chr12:24727638-24727961	26
chr12:24758950-24759149	13
chr12:24828402-24829154	3
chr12:24918748-24918948	4
chr12:24922556-24923042	1
chr12:24925386-24926139	1
chr12:25041382-25041959	0
chr12:25070480-25070917	2
chr12:25076718-25077085	34
chr12:25103060-25104900	0
chr12:25118818-25119209	2
chr12:25133978-25134460	15
chr12:25169133-25169743	22
chr12:25282292-25282622	1
chr12:25306008-25306207	21
chr12:25325024-25326103	17
chr12:25335519-25336866	17
chr12:25355896-25356759	17
chr12:25426828-25427644	0
chr12:25502732-25503646	1
chr12:25521011-25521956	1
chr12:25553579-25553917	1
chr12:25554181-25555381	0
chr12:25563716-25565997	3
chr12:25582421-25583073	20
chr12:25661139-25661357	1
chr12:25686631-25687956	3
chr12:25711660-25712148	22
chr12:25733938-25734483	4
chr12:25749377-25749906	1
chr12:25757704-25758671	0
chr12:25797578-25798265	2
chr12:25878896-25879638	0
chr12:25902616-25903124	21
chr12:25953237-25954009	0
chr12:25958275-25958921	0
chr12:26007949-26008646	0
chr12:26050396-26051072	11
chr12:26063597-26064863	11
chr12:26103100-26103387	13
chr12:26103416-26103615	13
chr12:26179643-26179842	10
chr12:26183222-26183583	25
chr12:26196587-26197720	1
chr12:26234831-26236804	1
chr12:26252299-26253365	0
chr12:26258714-26259339	0
chr12:26271979-26272226	31
chr12:26306479-26306998	4
chr12:26337105-26337810	22
chr12:26350610-26351605	36
chr12:26378029-26378538	14
chr12:26460400-26461399	1
chr12:26477948-26478492	1
chr12:26535146-26535520	1
chr12:26573043-26573553	33
chr12:26668270-26669170	1
chr12:26670167-26670841	3
chr12:26673809-26674534	3
chr12:26693059-26693751	1
chr12:26840387-26841165	3
chr12:26843146-26845159	3
chr12:26877927-26878127	1
chr12:26910845-26911457	1
chr12:26940739-26941538	0
chr12:26953536-26953997	1
chr12:26954067-26954469	21
chr12:26956544-26958208	17
chr12:26968531-26969483	0
chr12:27162115-27163896	3
chr12:27194892-27197744	8
chr12:27223600-27224304	0
chr12:27256636-27257246	1
chr12:27274263-27275256	8
chr12:27318112-27318311	29
chr12:27355760-27355980	2
chr12:27373556-27374915	25
chr12:27380235-27381177	0
chr12:27382802-27383595	1
chr12:27457129-27458244	17
chr12:27461310-27462850	17
chr12:27469094-27471050	11
chr12:27503666-27504852	8
chr12:27545492-27547188	3
chr12:27559518-27560464	17
chr12:27722283-27722980	19
chr12:27756244-27756657	21
chr12:27765571-27766464	1
chr12:27770043-27770623	8
chr12:27771228-27772293	3
chr12:27774525-27774724	1
chr12:27781607-27782223	10
chr12:27830183-27831414	0
chr12:27834131-27834693	2
chr12:27855652-27856154	12
chr12:27876500-27876752	4
chr12:27914306-27914703	1
chr12:27931607-27932270	10
chr12:27941596-27941977	4
chr12:28001351-28001896	5
chr12:28002934-28003578	11
chr12:28022748-28024040	11
chr12:28026146-28026746	11
chr12:28043034-28043810	11
chr12:28049068-28049809	11
chr12:28050210-28050754	11
chr12:28067220-28067457	13
chr12:28070840-28071440	0
chr12:28072462-28074274	1
chr12:28108688-28109715	25
chr12:28142031-28142708	0
chr12:28162594-28162793	12
chr12:28184044-28184333	5
chr12:28192841-28193182	13
chr12:28213604-28213803	4
chr12:28227622-28229017	1
chr12:28250980-28251413	0
chr12:28252647-28253592	0
chr12:28303257-28303518	2
chr12:28494982-28495181	4
chr12:28555750-28555994	12
chr12:28561269-28561983	0
chr12:28566173-28566533	7
chr12:28606400-28606730	30
chr12:28629744-28630156	21
chr12:28658823-28659284	24
chr12:28673907-28674846	25
chr12:28680246-28680665	12
chr12:28683317-28684430	0
chr12:28732633-28732832	18
chr12:28772992-28773753	1
chr12:28809317-28810043	0
chr12:28838808-28840739	3
chr12:28900815-28901042	4
chr12:28962551-28963138	1
chr12:28964037-28964568	0
chr12:28978903-28979355	9
chr12:29035246-29035640	27
chr12:29071584-29072251	0
chr12:29165580-29165926	21
chr12:29171455-29171814	38
chr12:29179509-29179847	29
chr12:29186556-29186975	2
chr12:29217375-29217708	21
chr12:29244078-29244340	2
chr12:29292127-29293006	9
chr12:29305033-29306158	21
chr12:29311352-29311685	20
chr12:29369941-29370917	20
chr12:29372140-29372868	20
chr12:29374628-29375102	14
chr12:29386490-29386902	9
chr12:29402846-29403275	27
chr12:29421802-29422032	28
chr12:29430644-29431788	3
chr12:29438572-29439081	1
chr12:29441098-29441342	15
chr12:29463552-29464217	11
chr12:29466572-29467047	0
chr12:29484420-29484619	29
chr12:29489852-29490996	0
chr12:29509792-29510701	17
chr12:29542019-29542835	3
chr12:29559219-29560151	9
chr12:29563415-29564063	3
chr12:29567932-29568544	0
chr12:29582677-29583011	13
chr12:29583369-29583840	2
chr12:29584240-29585279	2
chr12:29593905-29594613	21
chr12:29638718-29639423	1
chr12:29650120-29650416	23
chr12:29672323-29672777	2
chr12:29708447-29709058	2
chr12:29720817-29721570	7
chr12:29767848-29768433	9
chr12:29797437-29797855	4
chr12:29863884-29864499	21
chr12:29872274-29873335	3
chr12:29884370-29884570	23
chr12:29920538-29920842	30
chr12:29921505-29921704	5
chr12:29925588-29926123	0
chr12:29946780-29947198	22
chr12:29966313-29966783	0
chr12:29968004-29968283	2
chr12:29989066-29989483	12
chr12:29997372-29997799	28
chr12:30086700-30087635	0
chr12:30097620-30098534	17
chr12:30139422-30140199	3
chr12:30246838-30247629	22
chr12:30249906-30250441	1
chr12:30287259-30287864	36
chr12:30323458-30324322	11
chr12:30334100-30334676	3
chr12:30338761-30339571	25
chr12:30398885-30399411	0
chr12:30450308-30450542	7
chr12:30451745-30452652	7
chr12:30456320-30456945	7
chr12:30457072-30458294	1
chr12:30458904-30459254	19
chr12:30467529-30467735	4
chr12:30479563-30480413	20
chr12:30544542-30544779	18
chr12:30592580-30593306	0
chr12:30628222-30628863	17
chr12:30634448-30635139	17
chr12:30638135-30639541	0
chr12:30641332-30641997	25
chr12:30645875-30646198	29
chr12:30655542-30655847	25
chr12:30661669-30662273	32
chr12:30686298-30687506	1
chr12:30702944-30703941	1
chr12:30707761-30708361	7
chr12:30734435-30734664	4
chr12:30771198-30771505	9
chr12:30848298-30849173	1
chr12:30892276-30893085	0
chr12:30898368-30898988	34
chr12:30927914-30929052	1
chr12:30937880-30938619	3
chr12:30974690-30975289	19
chr12:31003682-31006862	3
chr12:31014937-31015225	20
chr12:31033842-31034700	3
chr12:31040710-31041711	1
chr12:31073638-31074647	3
chr12:31097521-31097770	1
chr12:31136686-31137542	0
chr12:31151325-31152390	0
chr12:31155985-31156385	20
chr12:31207050-31207656	3
chr12:31250838-31251599	20
chr12:31254259-31255376	0
chr12:31255792-31256009	26
chr12:31262541-31263029	4
chr12:31359506-31360182	1
chr12:31398246-31398843	3
chr12:31419940-31420385	1
chr12:31440463-31440779	5
chr12:31554747-31555362	0
chr12:31556072-31556820	0
chr12:31623063-31624275	17
chr12:31635641-31636083	9
chr12:31661278-31662133	3
chr12:31672399-31674071	3
chr12:31681926-31682638	3
chr12:31692051-31693397	3
chr12:31829736-31830166	0
chr12:31888254-31888589	24
chr12:31898703-31898967	29
chr12:31981224-31981747	0
chr12:32006988-32007486	2
chr12:32025785-32026257	0
chr12:32029210-32029566	5
chr12:32046939-32047493	9
chr12:32092107-32092698	13
chr12:32138275-32138805	0
chr12:32194461-32194941	0
chr12:32202508-32202993	25
chr12:32222315-32222649	0
chr12:32255123-32255515	2
chr12:32258987-32259255	10
chr12:32353974-32354943	0
chr12:32356415-32356954	8
chr12:32358577-32360428	36
chr12:32368096-32369262	3
chr12:32400530-32400729	4
chr12:32400800-32401235	4
chr12:32440918-32442257	8
chr12:32458498-32459203	8
chr12:32470597-32471541	20
chr12:32493673-32495208	20
chr12:32530182-32531107	2
chr12:32535389-32535809	1
chr12:32545886-32546688	3
chr12:32572491-32573226	8
chr12:32615531-32615982	0
chr12:32621502-32622396	1
chr12:32631846-32633147	8
chr12:32649381-32650095	0
chr12:32681519-32682103	14
chr12:32698974-32699809	3
chr12:32721210-32721447	5
chr12:32721616-32722525	3
chr12:32739728-32740245	22
chr12:32743431-32744105	0
chr12:32744229-32744440	10
chr12:32751104-32751304	26
chr12:32761699-32762878	1
chr12:32767960-32768487	7
chr12:32773493-32774418	14
chr12:32774466-32774677	4
chr12:32802185-32802727	8
chr12:32871427-32871962	0
chr12:32942732-32943074	1
chr12:32961516-32962099	1
chr12:33005220-33005715	14
chr12:33116981-33117762	1
chr12:33120231-33120643	2
chr12:33132873-33133256	13
chr12:33190887-33192694	3
chr12:33251091-33251499	0
chr12:33266911-33267761	7
chr12:33408628-33408846	21
chr12:33430763-33431638	20
chr12:33467363-33468082	9
chr12:33528094-33528795	17
chr12:33551804-33552422	0
chr12:33560414-33560786	20
chr12:33602483-33603092	4
chr12:33698674-33699615	1
chr12:33716416-33717205	3
chr12:33761824-33762423	0
chr12:33802505-33803225	8
chr12:33822187-33822979	1
chr12:33852561-33853006	14
chr12:33856594-33856835	0
chr12:33872523-33873842	8
chr12:33899510-33900104	1
chr12:33909840-33910070	10
chr12:34028062-34028277	1
chr12:34036095-34036334	8
chr12:34053339-34054294	0
chr12:34060152-34060351	12
chr12:34072986-34073359	12
chr12:34079636-34080030	11
chr12:34089659-34089872	0
chr12:34105589-34106743	7
chr12:34179461-34180500	0
chr12:34181573-34182046	0
chr12:34192020-34192245	25
chr12:34209330-34210022	14
chr12:34237702-34238181	4
chr12:34239042-34239332	4
chr12:34285806-34286107	28
chr12:34294690-34294890	10
chr12:34350835-34351624	1
chr12:34403794-34404199	32
chr12:34422041-34422694	36
chr12:34510782-34511756	0
chr12:34511813-34512470	0
chr12:34582896-34583916	3
chr12:34588312-34589180	3
chr12:34592022-34592292	0
chr12:34595297-34596134	3
chr12:34638017-34638900	1
chr12:34762205-34763873	3
chr12:34770233-34771058	8
chr12:34785975-34787029	8
chr12:34790959-34791939	10
chr12:34792651-34793303	8
chr12:34864024-34864304	5
chr12:34896612-34896941	0
chr12:34927427-34928368	1
chr12:34929054-34929948	8
chr12:34937523-34938381	1
chr12:34939300-34939710	11
chr12:35041560-35042950	3
chr12:35081574-35081836	0
chr12:35113614-35114742	0
chr12:35118160-35118494	1
chr12:35163591-35163874	25
chr12:35167007-35167440	4
chr12:35173803-35174187	19
chr12:35241103-35241683	0
chr12:35301336-35301545	1
chr12:35364747-35365322	0
chr12:35422880-35423456	1
chr12:35427546-35427897	1
chr12:35518273-35518611	5
chr12:35519527-35519985	1
chr12:35543260-35543881	1
chr12:35752755-35752954	0
chr12:35766645-35766844	0
chr12:35769742-35770546	0
chr12:35878245-35879709	3
chr12:35989490-35989921	2
chr12:35991691-35992323	1
chr12:35994711-35995322	0
chr12:36010413-36010612	4
chr12:36035149-36035741	7
chr12:36118249-36119487	3
chr12:36140822-36141021	31
chr12:36185700-36185944	26
chr12:36224939-36225138	13
chr12:36228014-36228251	13
chr12:36286568-36286891	1
chr12:36293409-36294876	1
chr12:36295239-36296379	1
chr12:36300297-36300586	15
chr12:36327622-36328522	11
chr12:36329767-36330089	33
chr12:36332207-36332427	0
chr12:36343174-36343395	13
chr12:36416269-36416833	22
chr12:36424514-36425014	7
chr12:36480821-36481379	0
chr12:36506925-36507243	15
chr12:36544701-36544969	1
chr12:36611830-36612486	1
chr12:36616963-36617239	0
chr12:36617360-36618064	0
chr12:36636844-36637460	20
chr12:36653950-36654888	0
chr12:36743880-36744698	3
chr12:36769926-36770687	0
chr12:36779856-36780463	8
chr12:36792090-36792964	11
chr12:36808597-36809214	0
chr12:36819870-36820898	8
chr12:36827696-36827941	5
chr12:36913073-36913669	17
chr12:36915749-36916595	27
chr12:36934688-36934954	10
chr12:36946322-36946586	7
chr12:36995436-36996769	3
chr12:37037048-37037868	11
chr12:37054195-37055105	0
chr12:37095342-37095790	0
chr12:37097628-37097861	22
chr12:37109799-37110848	1
chr12:37111096-37111297	1
chr12:37166256-37166704	1
chr12:37232960-37234174	3
chr12:37286282-37286616	10
chr12:37295858-37296064	2
chr12:37317346-37317798	9
chr12:37321623-37322217	8
chr12:37323610-37324849	8
chr12:37325915-37326388	8
chr12:37334089-37334635	8
chr12:37347989-37349155	1
chr12:37373751-37374060	11
chr12:37443893-37444419	9
chr12:37448825-37449679	3
chr12:37482128-37482514	1
chr12:37489806-37490073	16
chr12:37507200-37507903	17
chr12:37510991-37511624	0
chr12:37517344-37517807	0
chr12:37518857-37519216	24
chr12:37538578-37539059	5
chr12:37558078-37558993	0
chr12:37600490-37600902	10
chr12:37659660-37660261	12
chr12:37664303-37664637	25
chr12:37671674-37672233	0
chr12:37679913-37680327	25
chr12:37715016-37715362	0
chr12:37733687-37734077	20
chr12:37734535-37735421	3
chr12:37754088-37754478	26
chr12:37796973-37797264	10
chr12:37799334-37799764	25
chr12:37805732-37806214	13
chr12:37825895-37826750	0
chr12:37836714-37837112	11
chr12:37850553-37850981	4
chr12:37852090-37852637	3
chr12:37887620-37888055	33
chr12:37927041-37927371	22
chr12:37950236-37951205	0
chr12:37955702-37955970	26
chr12:37975519-37976184	18
chr12:37976333-37976618	15
chr12:37991534-37992417	14
chr12:37995075-37996066	17
chr12:38018075-38018364	5
chr12:38048433-38049248	20
chr12:38052792-38053576	20
chr12:38062285-38062627	2
chr12:38093486-38093834	18
chr12:38099611-38100150	1
chr12:38104457-38105343	4
chr12:38123897-38124706	0
chr12:38132979-38133178	16
chr12:38139467-38139840	0
chr12:38145858-38146091	29
chr12:38164692-38164906	10
chr12:38174354-38174899	31
chr12:38186382-38186734	2
chr12:38192901-38193190	0
chr12:38193207-38193431	0
chr12:38206369-38207374	0
chr12:38249322-38249693	13
chr12:38294863-38295074	24
chr12:38330883-38331611	14
chr12:38337482-38338013	28
chr12:38344020-38344680	4
chr12:38348363-38349089	21
chr12:38354447-38354696	5
chr12:38362730-38362960	12
chr12:38401586-38401911	4
chr12:38404875-38405116	13
chr12:38436738-38437041	0
chr12:38449112-38449922	20
chr12:38491080-38491300	18
chr12:38608792-38610181	3
chr12:38666602-38668382	9
chr12:38677834-38678242	18
chr12:38697499-38697826	28
chr12:38740119-38740318	0
chr12:38740692-38742092	7
chr12:38745606-38746147	3
chr12:38748075-38748817	9
chr12:38760934-38762462	0
chr12:38778511-38779239	7
chr12:38793635-38793893	33
chr12:38827358-38827639	2
chr12:38836595-38836979	1
chr12:38844660-38845047	15
chr12:38851616-38852040	2
chr12:38856908-38857209	12
chr12:38860920-38862046	2
chr12:38871972-38872518	7
chr12:38890894-38891748	8
chr12:38961770-38962075	13
chr12:38970790-38971454	10
chr12:38984668-38985126	15
chr12:38986880-38987428	0
chr12:38999617-39000087	18
chr12:39027076-39027711	0
chr12:39066201-39066938	19
chr12:39076639-39076997	19
chr12:39103731-39104747	1
chr12:39132872-39133217	0
chr12:39140593-39140955	18
chr12:39143343-39143833	4
chr12:39168610-39169003	10
chr12:39192833-39193316	10
chr12:39215142-39215629	29
chr12:39236755-39237414	0
chr12:39241555-39242287	19
chr12:39293453-39294029	21
chr12:39331442-39332013	19
chr12:39346154-39346375	29
chr12:39365039-39365238	25
chr12:39369016-39369493	4
chr12:39380033-39380462	2
chr12:39385775-39386059	16
chr12:39399966-39400620	11
chr12:39410039-39410436	12
chr12:39470428-39470822	16
chr12:39492571-39492945	10
chr12:39495654-39496057	0
chr12:39529224-39529708	18
chr12:39540080-39540326	18
chr12:39575214-39576195	33
chr12:39581774-39582780	1
chr12:39598530-39599051	15
chr12:39603376-39604109	30
chr12:39613159-39613439	24
chr12:39622709-39622972	2
chr12:39633037-39633274	1
chr12:39639271-39639683	37
chr12:39640069-39640395	18
chr12:39642963-39643401	24
chr12:39648062-39648907	2
chr12:39687749-39688026	18
chr12:39713117-39713429	4
chr12:39728881-39729646	10
chr12:39738651-39739145	28
chr12:39756748-39757272	10
chr12:39758993-39759702	8
chr12:39769898-39770576	1
chr12:39798426-39799017	1
chr12:39823640-39824582	0
chr12:39825767-39826291	15
chr12:39849872-39850266	13
chr12:39856524-39856880	23
chr12:39862367-39862774	8
chr12:39883825-39884340	4
chr12:39886193-39886564	4
chr12:39890473-39890850	16
chr12:39893481-39893714	25
chr12:39897635-39898020	0
chr12:39918626-39919679	2
chr12:39933711-39934019	2
chr12:39981130-39981695	8
chr12:40001357-40001935	4
chr12:40002773-40003358	15
chr12:40006000-40006433	10
chr12:40007978-40008335	12
chr12:40012354-40012956	2
chr12:40020442-40020766	26
chr12:40025355-40026189	10
chr12:40037940-40038655	21
chr12:40039689-40040237	1
chr12:40046112-40046936	3
chr12:40072566-40072913	31
chr12:40085736-40086198	15
chr12:40104859-40105164	13
chr12:40107605-40108370	1
chr12:40143346-40143933	31
chr12:40147465-40147778	18
chr12:40147938-40148222	24
chr12:40172826-40173237	5
chr12:40174402-40174765	22
chr12:40177656-40177875	5
chr12:40183184-40183712	10
chr12:40195880-40196141	1
chr12:40228481-40229336	24
chr12:40264124-40264948	1
chr12:40266207-40266487	31
chr12:40275321-40276359	0
chr12:40278335-40278687	4
chr12:40291250-40291850	8
chr12:40306937-40307221	2
chr12:40311894-40312378	0
chr12:40318530-40318729	13
chr12:40358414-40358731	1
chr12:40366349-40366810	20
chr12:40373665-40373926	1
chr12:40376919-40377141	23
chr12:40409787-40410170	30
chr12:40429987-40430334	2
chr12:40433939-40435319	1
chr12:40448781-40449127	15
chr12:40456148-40456419	24
chr12:40496590-40496867	19
chr12:40502070-40503112	12
chr12:40528714-40529573	1
chr12:40530120-40530641	10
chr12:40538016-40538994	0
chr12:40554392-40555179	21
chr12:40559182-40559381	4
chr12:40564843-40565057	16
chr12:40591771-40592115	4
chr12:40592247-40592590	2
chr12:40592827-40593177	15
chr12:40593597-40594049	12
chr12:40602257-40602819	18
chr12:40606571-40607621	10
chr12:40612135-40613068	1
chr12:40624723-40625069	5
chr12:40636327-40636716	13
chr12:40639661-40640228	5
chr12:40642078-40642297	5
chr12:40642486-40643291	14
chr12:40655921-40656816	12
chr12:40693347-40693828	0
chr12:40697080-40697555	0
chr12:40705656-40705896	22
chr12:40707314-40707911	14
chr12:40711814-40712065	5
chr12:40715877-40716387	5
chr12:40723523-40723918	24
chr12:40733732-40734228	21
chr12:40737884-40738462	2
chr12:40752654-40753031	7
chr12:40781152-40781351	13
chr12:40785507-40785795	15
chr12:40787036-40787328	12
chr12:40803415-40803632	18
chr12:40803789-40804192	18
chr12:40810354-40810954	34
chr12:40829993-40830314	12
chr12:40838445-40839843	32
chr12:40860795-40860994	22
chr12:40862436-40863054	7
chr12:40878198-40878563	30
chr12:40918608-40918940	2
chr12:40943848-40944067	23
chr12:40955089-40956036	15
chr12:40957068-40957582	4
chr12:40964438-40964653	25
chr12:40966887-40967086	25
chr12:40972518-40972989	34
chr12:40975526-40975727	16
chr12:40979165-40979678	20
chr12:40988131-40988697	21
chr12:41004537-41005054	5
chr12:41017742-41018049	23
chr12:41018214-41019027	15
chr12:41038577-41038875	18
chr12:41048096-41048648	14
chr12:41054018-41054956	22
chr12:41072081-41072532	21
chr12:41076595-41076794	30
chr12:41112891-41113517	0
chr12:41126604-41127332	0
chr12:41135405-41135612	25
chr12:41139632-41139891	16
chr12:41141956-41142594	12
chr12:41149642-41149982	0
chr12:41155219-41155619	32
chr12:41163879-41164132	2
chr12:41179282-41179619	10
chr12:41180761-41181147	18
chr12:41220898-41221547	13
chr12:41222269-41222642	38
chr12:41239273-41240237	0
chr12:41247917-41248401	1
chr12:41257080-41258132	10
chr12:41261470-41261766	16
chr12:41266220-41266496	13
chr12:41302705-41303213	21
chr12:41321176-41321385	25
chr12:41327582-41329224	0
chr12:41335003-41335343	13
chr12:41349376-41350135	8
chr12:41359509-41359972	0
chr12:41481090-41481602	0
chr12:41481927-41482612	3
chr12:41508026-41508348	1
chr12:41524110-41524309	13
chr12:41524730-41525433	31
chr12:41580950-41581352	2
chr12:41603505-41604091	10
chr12:41606355-41606790	10
chr12:41620173-41620877	10
chr12:41627063-41627432	12
chr12:41646930-41647895	7
chr12:41657056-41657424	5
chr12:41699918-41700737	1
chr12:41710931-41711346	9
chr12:41711974-41712765	1
chr12:41739520-41740078	0
chr12:41792450-41792942	0
chr12:41793444-41793668	16
chr12:41798456-41798867	10
chr12:41807461-41807794	18
chr12:41809455-41809728	26
chr12:41859829-41860243	5
chr12:41912628-41912878	2
chr12:41914568-41914855	4
chr12:41937243-41937516	4
chr12:41968564-41968771	18
chr12:41978791-41979399	22
chr12:41989920-41990130	13
chr12:41992651-41993249	1
chr12:41998169-41999727	0
chr12:42005408-42005777	26
chr12:42020843-42021042	4
chr12:42036828-42037140	31
chr12:42045452-42045851	12
chr12:42081921-42082298	26
chr12:42086677-42087635	1
chr12:42096042-42096256	13
chr12:42104557-42105095	4
chr12:42105981-42106455	4
chr12:42107078-42107571	4
chr12:42109376-42109698	2
chr12:42118295-42118820	20
chr12:42135987-42136281	28
chr12:42140322-42140611	2
chr12:42143247-42144266	2
chr12:42173336-42174108	14
chr12:42175279-42175801	26
chr12:42175944-42176294	30
chr12:42212882-42213081	4
chr12:42222488-42223276	29
chr12:42237283-42237513	18
chr12:42262321-42262723	0
chr12:42267587-42267918	16
chr12:42316594-42317318	0
chr12:42317913-42318280	5
chr12:42340568-42341375	0
chr12:42344795-42345207	4
chr12:42352374-42352708	22
chr12:42433207-42433926	3
chr12:42445728-42446844	3
chr12:42450442-42450826	0
chr12:42499022-42499855	17
chr12:42547084-42548652	3
chr12:42573864-42574581	0
chr12:42618030-42618998	0
chr12:42643792-42644328	4
chr12:42661402-42662118	0
chr12:42663204-42665201	0
chr12:42735016-42735564	0
chr12:42737204-42737522	1
chr12:42783613-42784449	17
chr12:42816371-42816570	16
chr12:42818749-42819295	8
chr12:42829119-42829959	21
chr12:42832241-42832705	21
chr12:42833751-42833951	23
chr12:42836941-42837768	10
chr12:42855332-42855685	0
chr12:42880778-42881628	2
chr12:42912862-42913437	17
chr12:42938336-42938567	26
chr12:42946400-42946698	31
chr12:42949026-42949294	18
chr12:42958200-42958556	5
chr12:42968197-42968582	24
